Признак,Важность,"Важность, %"
smoker,0.7154507089001291,71.54507089001291
bmi,0.17682246816322733,17.68224681632273
age,0.10013554329768111,10.01355432976811
children,0.005068951657096821,0.5068951657096821
region_northwest,0.0012193533413020286,0.12193533413020285
region_southeast,0.0007707888830039719,0.07707888830039719
region_northeast,0.0005321857575596177,0.05321857575596177
sex,0.0,0.0
region_southwest,0.0,0.0
