Признак,Важность,"Важность, %"
smoker,77.3284035076949,77.3284035076949
bmi,12.767165648498947,12.767165648498947
age,7.423208040887481,7.423208040887481
children,1.0629033275471111,1.0629033275471111
sex,0.3991000245356212,0.3991000245356212
region_northeast,0.2968379891349889,0.2968379891349889
region_southeast,0.27116281235932155,0.27116281235932155
region_southwest,0.2511215401896203,0.2511215401896203
region_northwest,0.20009710915201326,0.20009710915201326
